R1_NAFNet_path,R2_LaMa_path,degradation,input_path,mask_path,outside_allowed_max,r1_runtime_sec,r2_crop,r2_resized,r2_runtime_sec,sample_id,split,target_path
research\outputs\restoration_v2\real_results\proxy\v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/mask.png,0,0.0361,"[16, 0, 224, 224]",False,0.0467,v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp,val,research/data/restoration_v2_proxy_pairs/v2_0076_325_38_SKPPWYPEPE_1_105_13_B_MBed_114.140746_22.280734_194.66_149.678765_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/mask.png,0,0.0375,"[10, 23, 224, 224]",False,0.1503,v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0077_325_35_SKPPWSPEPE_9_43_34_A_Utility_114.146891_22.281514_276.0063_133.53721_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/mask.png,0,0.0358,"[0, 0, 224, 224]",False,0.0495,v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0078_103_30_SKPPWKPEPE_2_27_40_A_Kitchen_114.149632_22.282049_218.4825_160.310615_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/mask.png,0,0.0391,"[0, 0, 201, 224]",False,0.0455,v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0079_594_87_TZSNTHIAHM_1_22_11_D_MBed_114.153306_22.27957_141.1364_27.165863_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/mask.png,0,0.0363,"[0, 0, 190, 163]",False,0.1646,v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0080_69_44_SSPPWBPEPK_1_5_18_A_Living_114.152629_22.280669_119.99_30.091299_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/mask.png,0,0.0357,"[0, 0, 224, 224]",False,0.0511,v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0081_838_27_SKPPWEPXPE_5_95_23_B_Living_114.146827_22.283222_143.7132_4.44512_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/mask.png,0,0.0370,"[0, 0, 224, 224]",False,0.0484,v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0082_594_15_SKEYPPEAPE_1_25_16_C_MBed_114.148279_22.280424_193.7967_27.568647_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/mask.png,0,0.0398,"[0, 0, 224, 188]",False,0.0571,v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0083_61_44_SSPPWBPEPK_1_5_10_A_Living_114.152629_22.280669_96.0885_30.091299_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/mask.png,0,0.0436,"[0, 44, 224, 224]",False,0.0745,v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0084_169_15_SKEYPPEAPE_1_7_11_A_Living_114.148411_22.280499_178.4341_26.803866_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/mask.png,0,0.0484,"[0, 0, 224, 217]",False,0.0671,v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0085_103_82_TZNITHIOHM_1_101_12_A_MBed_114.152072_22.279479_141.8528_133.732402_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/mask.png,0,0.0462,"[0, 57, 192, 224]",False,0.0588,v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0086_500_48_SSPPWDPXPE_1_14_20_C_Living_114.143066_22.284719_122.4714_2.908905_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/mask.png,0,0.0423,"[23, 0, 224, 189]",False,0.1850,v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample,val,research/data/restoration_v2_proxy_pairs/v2_0087_858_71_TZDZTHIRHM_1_26_9_C_LivingDining_114.153459_22.27921_137.0442_27.591486_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/mask.png,0,0.0436,"[0, 19, 209, 224]",False,0.0516,v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0088_541_61_TTNTIHLEHM_2_50_23_E_Bed_1_114.142399_22.284832_109.27_2.269258_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/mask.png,0,0.0355,"[0, 0, 224, 224]",False,0.0550,v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0089_125_27_SKPPWEPXPE_2_32_16_B_Living_114.146829_22.283221_125.5633_4.44512_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/mask.png,0,0.0367,"[0, 13, 224, 224]",False,0.1849,v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0090_551_86_TZSMTHISHM_1_21_1_D_Bed_2_114.153048_22.279138_112.12_28.501951_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/mask.png,0,0.0426,"[52, 0, 224, 196]",False,0.1552,v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0091_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/mask.png,0,0.0349,"[0, 0, 224, 224]",False,0.0491,v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0092_308_15_SKEYPPEAPE_1_12_10_B_MBed_114.148513_22.280471_175.27_26.832703_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/mask.png,0,0.0337,"[11, 0, 224, 224]",False,0.0468,v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0093_883_77_TZHXTHIVHM_1_29_5_D_Living_114.15281_22.279443_120.8576_27.540763_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp/mask.png,0,0.0360,"[0, 0, 224, 218]",False,0.0579,v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0094_171_11_SKBKBPEAPE_1_5_28_A_MBed_114.148897_22.28093_233.67_29.821748_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing/mask.png,0,0.0361,"[0, 0, 224, 224]",False,0.0520,v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0095_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample/mask.png,0,0.0373,"[0, 8, 224, 224]",False,0.0471,v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0096_551_77_TZHXTHIVHM_1_18_12_C_Bed_1_114.152905_22.279414_140.4173_8.589351_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp/mask.png,0,0.0344,"[0, 0, 224, 194]",False,0.1620,v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0097_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing/mask.png,0,0.0421,"[0, 0, 224, 224]",False,0.0444,v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0098_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample/mask.png,0,0.0342,"[0, 0, 224, 224]",False,0.0482,v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0099_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp/mask.png,0,0.0320,"[0, 0, 224, 220]",False,0.0472,v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0100_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing/mask.png,0,0.0354,"[0, 0, 224, 224]",False,0.0447,v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0101_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376_repeat_missing/clean.png
